Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Lasioglossum villosulum,M,1,Camp-à-cayaux,Picris hieracioides,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Halictus sexcinctus,M,3,Camp-à-cayaux,Cirsium vulgare,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,2,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Bombus pascuorum,M,2,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Terrestribombus sp.,F,1,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Terrestribombus sp.,M,1,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Bombus hortorum,M,2,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Terrestribombus sp.,W,1,Camp-à-cayaux,Buddleja davidii,2020,6,20,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Halictus scabiosae,F,2,Camp-à-cayaux,Picris hieracioides,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Camp-à-cayaux,Picris hieracioides,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Lasioglossum villosulum,F,2,Camp-à-cayaux,Picris hieracioides,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Halictus sexcinctus,M,2,Camp-à-cayaux,Picris hieracioides,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Terrestribombus sp.,M,1,Camp-à-cayaux,Picris hieracioides,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Andrena flavipes,F,1,Camp-à-cayaux,Chamomilla recutita,2020,5,24,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Bombus pascuorum,W,1,Camp-à-cayaux,Buddleja davidii,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Terrestribombus sp.,M,1,Camp-à-cayaux,Buddleja davidii,2020,8,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Andrena propinqua,F,1,Camp-à-cayaux,Cirsium arvense,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Andrena dorsata,F,1,Camp-à-cayaux,Cirsium arvense,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Sphecodes albilabris,M,1,Camp-à-cayaux,Cirsium arvense,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Sphecodes miniatus,M,1,Camp-à-cayaux,Cirsium arvense,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Sphecodes geoffrellus,M,1,Camp-à-cayaux,Cirsium arvense,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Colletes similis,M,1,Camp-à-cayaux,Chamaemelum nobile,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Colletes daviesanus,M,1,Camp-à-cayaux,Chamaemelum nobile,2020,7,22,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Lasioglossum villosulum,F,5,Camp-à-cayaux,Crepis sp.,2020,5,24,Spiennes,50.4162,3.9987,Carrière,Transect,20,Belgium,
Halictus scabiosae,F,3,Cascade d'Hyon,Cichorium intybus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Colletes hederae,F,2,Cascade d'Hyon,Cichorium intybus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Cascade d'Hyon,Cichorium intybus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Cascade d'Hyon,Cichorium intybus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Cascade d'Hyon,Tanacetum vulgare,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Colletes daviesanus,F,8,Cascade d'Hyon,Tanacetum vulgare,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus scabiosae,F,2,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Megachile ligniseca,F,1,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Osmia leaiana,F,1,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus hortorum,W,1,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus vestalis,M,5,Cascade d'Hyon,Cirsium vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus hortorum,W,2,Cascade d'Hyon,Silene dioica,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Cascade d'Hyon,Cirsium arvense,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Cascade d'Hyon,Cirsium arvense,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus hortorum,W,3,Cascade d'Hyon,Silene dioica,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus hortorum,M,1,Cascade d'Hyon,Silene dioica,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,5,Cascade d'Hyon,Vicia cracca,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Cascade d'Hyon,Vicia cracca,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Seladonia tumulorum,F,1,Cascade d'Hyon,Carduus crispus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Anthidium manicatum,M,1,Cascade d'Hyon,Lotus corniculatus,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Anthidium manicatum,F,2,Cascade d'Hyon,Lotus corniculatus,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Megachile ericetorum,F,4,Cascade d'Hyon,Lotus corniculatus,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Cascade d'Hyon,Lotus corniculatus,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,5,Cascade d'Hyon,Trifolium pratense,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,#,Cascade d'Hyon,Trifolium repens,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum sexnotatum,F,1,Cascade d'Hyon,Scrophularia auriculata,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,5,Cascade d'Hyon,Scrophularia auriculata,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Cascade d'Hyon,Scrophularia auriculata,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,2,Cascade d'Hyon,Scrophularia auriculata,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,6,Cascade d'Hyon,Vicia cracca,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,4,Cascade d'Hyon,Vicia cracca,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,4,Cascade d'Hyon,Trifolium repens,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus scabiosae,F,3,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena dorsata,F,1,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,M,2,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus lapidarius,M,1,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus scabiosae,M,1,Cascade d'Hyon,Cirsium vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum sexnotatum,F,3,Cascade d'Hyon,Scrophularia auriculata,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,5,Cascade d'Hyon,Scrophularia auriculata,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Cascade d'Hyon,Scrophularia auriculata,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,3,Cascade d'Hyon,Lotus corniculatus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Megachile versicolor,F,1,Cascade d'Hyon,Lotus corniculatus,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Chelostoma rapunculi,M,1,Cascade d'Hyon,Malva alcea,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Cascade d'Hyon,Centaurea jacea,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Anthidium manicatum,M,1,Cascade d'Hyon,Lotus pedunculatus,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Anthidium manicatum,F,2,Cascade d'Hyon,Lotus pedunculatus,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Cascade d'Hyon,Lotus pedunculatus,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Megachile willughbiella,M,1,Cascade d'Hyon,Lotus pedunculatus,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Anthidium manicatum,M,1,Cascade d'Hyon,Lotus pedunculatus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena wilkella,F,1,Cascade d'Hyon,Lotus pedunculatus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,7,Cascade d'Hyon,Lotus pedunculatus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus lapidarius,W,4,Cascade d'Hyon,Lotus pedunculatus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,3,Cascade d'Hyon,Lotus pedunculatus,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Nomada fucata,M,1,Cascade d'Hyon,Leucanthemum vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Cascade d'Hyon,Leucanthemum vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Colletes daviesanus,M,1,Cascade d'Hyon,Leucanthemum vulgare,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Cascade d'Hyon,Anthriscus sylvestris,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena pusilla,F,1,Cascade d'Hyon,Anthriscus sylvestris,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Chelostoma campanularum,M,1,Cascade d'Hyon,Anthriscus sylvestris,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,Cascade d'Hyon,Anthriscus sylvestris,2020,5,31,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Cascade d'Hyon,Tanacetum vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena flavipes,F,1,Cascade d'Hyon,Tanacetum vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Colletes daviesanus,F,1,Cascade d'Hyon,Tanacetum vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Colletes daviesanus,M,6,Cascade d'Hyon,Tanacetum vulgare,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena minutuloides,F,1,Cascade d'Hyon,Daucus carota,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus quadricinctus,F,1,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Halictus scabiosae,F,#,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,7,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,M,4,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,2,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Cascade d'Hyon,Centaurea jacea,2020,9,1,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Melitta leporina,M,1,Cascade d'Hyon,Trifolium repens,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena flavipes,F,3,Cascade d'Hyon,Trifolium repens,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,6,Cascade d'Hyon,Trifolium repens,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus lapidarius,W,1,Cascade d'Hyon,Trifolium repens,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Cascade d'Hyon,Trifolium repens,2020,6,21,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Lasioglossum nitidulum,F,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Melitta leporina,M,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena flavipes,F,3,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena dorsata,F,5,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena dorsata,M,3,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Megachile rotundata,F,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,2,Cascade d'Hyon,Melilotus alba,2020,7,25,Hyon,50.4378,3.967,Parc,Transect,20,Belgium,
Andrena bicolor,F,1,Ancienne Gare,Melilotus alba,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Anthophora quadrimaculata,F,1,Ancienne Gare,Buddleja davidii,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,3,Ancienne Gare,Buddleja davidii,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Megachile ericetorum,F,8,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,1,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Megachile willughbiella,M,1,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Megachile ericetorum,M,1,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,1,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Ancienne Gare,Lathyrus latifolius,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Nomada fucata,M,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Megachile rotundata,M,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum nitidulum,F,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum laticeps,F,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Melitta leporina,M,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,6,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena dorsata,F,5,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena flavipes,M,2,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena dorsata,M,2,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena ovatula,M,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena rosae,F,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,Ancienne Gare,Melilotus alba,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum morio,M,1,Ancienne Gare,Eupatorium cannabinum,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum laticeps,M,1,Ancienne Gare,Eupatorium cannabinum,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Megachile willughbiella,F,5,Ancienne Gare,Lathyrus latifolius,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,5,Ancienne Gare,Lathyrus latifolius,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,3,Ancienne Gare,Lathyrus latifolius,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus hortorum,W,1,Ancienne Gare,Lathyrus latifolius,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,#,Ancienne Gare,Lathyrus latifolius,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancienne Gare,Linaria vulgaris,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancienne Gare,Hypericum perforatum,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,1,Ancienne Gare,Picris hieracioides,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,4,Ancienne Gare,Picris hieracioides,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Panurgus calcaratus,M,1,Ancienne Gare,Picris hieracioides,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,8,Ancienne Gare,Picris hieracioides,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancienne Gare,Picris hieracioides,2020,6,20,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Ancienne Gare,Sonchus oleraceus,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,2,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,M,1,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,7,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Ancienne Gare,Picris hieracioides,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena minutuloides,M,2,Ancienne Gare,Daucus carota,2020,7,18,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancienne Gare,Buddleja davidii,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,3,Ancienne Gare,Buddleja davidii,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,F,1,Ancienne Gare,Buddleja davidii,2020,8,22,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Coelioxys inermis,M,1,Ancienne Gare,Rosa canina,2020,5,23,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,Ancienne Gare,Rosa canina,2020,5,23,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Ancienne Gare,Rosa canina,2020,5,23,Harmignies,50.4118,4.0187,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,La Haine,Convolvulus arvensis,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,La Haine,Convolvulus arvensis,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena flavipes,M,5,La Haine,Convolvulus arvensis,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,F,1,La Haine,Plantago lanceolata,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Colletes hederae,M,2,La Haine,Clematis vitalba,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,La Haine,Clematis vitalba,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,La Haine,Clematis vitalba,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus signatus,F,1,La Haine,Reseda lutea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus signatus,M,4,La Haine,Reseda lutea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,M,2,La Haine,Senecio inaequidens,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Megachile centuncularis,F,1,La Haine,Senecio inaequidens,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,La Haine,Cirsium arvense,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,La Haine,Cirsium arvense,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,M,1,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,3,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus ruderarius,M,1,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,La Haine,Centaurea jacea,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,W,1,La Haine,Picris hieracioides,2020,8,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus lapidarius,M,1,La Haine,Ligustrum vulgare,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,2,La Haine,Ligustrum vulgare,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,2,La Haine,Ligustrum vulgare,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,La Haine,Ligustrum vulgare,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Ceratina cyanea,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Ceratina cyanea,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,4,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
